,name,value
141,group,0.9779985
142,indoors,0.97745264
143,desk,0.9721492
144,university,0.97113705
145,teacher,0.9710275
146,school,0.96721023
147,college,0.96419585
148,class,0.9620491
149,student,0.95304465
150,lecture,0.9420757
151,adult,0.93996364
152,computer,0.9366286
153,togetherness,0.93498206
154,room,0.92892027
155,sit,0.9280068
156,indoors,0.9850459
157,man,0.96855736
158,healthcare,0.9450846
159,people,0.9384834
160,business,0.92454314
161,adult,0.92143524
162,room,0.90278494
163,man,0.9872806
164,group,0.9857671
165,education,0.9854792
166,classroom,0.9818412
167,woman,0.9770143
168,class,0.96081465
169,university,0.9592197
170,school,0.9584022
171,adult,0.95830595
172,teamwork,0.95661855
173,teacher,0.9505967
174,college,0.9412285
175,sitting,0.9403058
176,indoors,0.936821
177,lecture,0.9347404
178,student,0.9321097
179,meeting,0.91708034
180,people,0.91528594
181,man,0.9938435
182,healthcare,0.9868445
183,woman,0.97268456
184,indoors,0.9712604
185,adult,0.9654096
186,people,0.9572418
187,wear,0.9070866
188,adult,0.9895015
189,indoors,0.97912025
190,office,0.97674936
191,woman,0.9733461
192,people,0.9687512
193,room,0.9677292
194,desk,0.9442588
195,window,0.9430544
196,employee,0.9413108
197,education,0.93918
198,man,0.9342519
199,computer,0.93207526
200,furniture,0.92771333
201,business,0.9174123
202,portrait,0.9099627
203,sitting,0.90349966
204,man,0.97751486
205,people,0.97325945
206,adult,0.9662584
207,telephone,0.9325708
208,woman,0.91342497
209,room,0.90485084
210,education,0.983505
211,adult,0.9795028
212,group,0.97485673
213,woman,0.974856
214,indoors,0.97426987
215,man,0.9700793
216,school,0.95746243
217,people,0.95664966
218,university,0.9478236
219,facial expression,0.9477542
220,room,0.94566166
221,sitting,0.9336656
222,togetherness,0.92296124
223,desk,0.9158976
224,teamwork,0.90562177
225,happiness,0.90493214
226,classroom,0.90010273
227,woman,0.97785354
228,adult,0.96785855
229,indoors,0.96388865
230,people,0.9617735
231,man,0.9571674
232,room,0.9456496
233,family,0.9154864
234,presentation,0.98779494
235,business,0.98108685
236,education,0.9709593
237,adult,0.96747077
238,healthcare,0.9461123
239,indoors,0.9426282
240,league,0.9402531
241,people,0.93451405
242,woman,0.91456807
243,science,0.9103606
244,education,0.9955218
245,league,0.9946612
246,adult,0.99253213
247,meeting,0.9919323
248,room,0.9916199
249,lecture,0.98725224
250,classroom,0.98623157
251,teacher,0.98532116
252,school,0.9833377
253,university,0.97315454
254,desk,0.97037745
255,indoors,0.9676162
256,group,0.9635103
257,woman,0.9494725
258,office,0.94101965
259,conference room,0.94072914
260,class,0.93982136
261,sitting,0.93829167
262,professor,0.93814445
263,election,0.93681884
264,classroom,0.99754804
265,education,0.99577916
266,class,0.98762643
267,teacher,0.9875213
268,desk,0.9872031
269,school,0.9852387
270,lecture,0.979902
271,university,0.9755467
272,room,0.97370434
273,group,0.9715155
274,meeting,0.96808696
275,indoors,0.9670357
276,table,0.9487654
277,adult,0.94845796
278,woman,0.9422825
279,league,0.9333306
280,office,0.9095118
281,lesson,0.90307677
282,indoors,0.9915255
283,league,0.9592926
284,meeting,0.9577384
285,business,0.95747507
286,room,0.9574292
287,office,0.9489134
288,contemporary,0.94269633
289,woman,0.93958914
290,furniture,0.93920654
291,adult,0.9349253
292,desk,0.928951
293,table,0.91907775
294,teamwork,0.914064
295,education,0.90034616
296,man,0.97381747
297,sit,0.97146016
298,indoors,0.9653814
299,woman,0.93340445
300,computer,0.9252458
301,office,0.92244375
302,sitting,0.9144527
303,looking,0.9139952
304,adult,0.909727
305,internet,0.90706325
306,woman,0.9847506
307,group,0.9742249
308,adult,0.97241974
309,people,0.97042155
310,man,0.96609104
311,education,0.94200885
312,wear,0.9186597
313,school,0.91597605
314,indoors,0.9053736
315,meeting,0.97942483
316,office,0.9787003
317,adult,0.9775243
318,league,0.9773867
319,sitting,0.97016907
320,indoors,0.9701217
321,woman,0.9666221
322,man,0.9537119
323,business,0.9490307
324,teamwork,0.94436336
325,desk,0.94416666
326,room,0.93571126
327,table,0.9154335
328,document,0.909084
329,computer,0.9033153
330,man,0.9920833
331,woman,0.99003416
332,indoors,0.9802892
333,people,0.9563625
334,adult,0.9556628
335,room,0.9379952
336,togetherness,0.93050295
337,education,0.9144255
338,group,0.9129716
339,woman,0.98643565
340,sit,0.964772
341,indoors,0.9645847
342,people,0.96096015
343,adult,0.9514514
344,laptop,0.91798943
345,computer,0.9044845
346,meeting,0.9826535
347,indoors,0.9732884
348,education,0.97250664
349,room,0.9690945
350,business,0.9640619
351,group,0.96384084
352,league,0.9631985
353,woman,0.96134734
354,office,0.9562031
355,adult,0.9498829
356,teamwork,0.94603837
357,table,0.94058514
358,furniture,0.9350052
359,man,0.92506766
360,computer,0.9233
361,desk,0.91268116
362,people,0.90337336
363,meeting,0.98729837
364,group,0.9853331
365,teamwork,0.9726843
366,league,0.9663286
367,adult,0.96606135
368,woman,0.95770293
369,office,0.95620555
370,man,0.95182693
371,education,0.9491435
372,table,0.9398064
373,computer,0.9363059
374,indoors,0.93513036
375,business,0.93336284
376,room,0.92391825
377,desk,0.921795
378,furniture,0.91298616
379,woman,0.9871382
380,man,0.975278
381,adult,0.96405876
382,people,0.957734
383,education,0.9509994
384,indoors,0.9494159
385,group,0.94014466
386,room,0.9311768
387,man,0.97887623
388,business,0.9761387
389,indoors,0.9589158
390,people,0.9406369
391,office,0.9396342
392,success,0.9374294
393,portrait,0.93090796
394,adult,0.92419153
395,woman,0.991392
396,man,0.9869332
397,indoors,0.9854796
398,adult,0.9834951
399,room,0.9744431
400,people,0.9743583
401,facial expression,0.96810925
402,education,0.9489495
403,togetherness,0.9444535
404,interaction,0.942225
405,furniture,0.92757154
406,man,0.9942509
407,woman,0.975537
408,indoors,0.9739002
409,education,0.9676223
410,group,0.9666728
411,adult,0.96384203
412,room,0.9484734
413,people,0.945322
414,facial expression,0.94287556
415,togetherness,0.92668426
416,sitting,0.91991496
417,furniture,0.9153984
418,classroom,0.902316
419,man,0.99091774
420,woman,0.9874095
421,teamwork,0.98622495
422,adult,0.9828885
423,indoors,0.98249984
424,group,0.981841
425,togetherness,0.97660565
426,sitting,0.96518874
427,education,0.9630659
428,room,0.94819844
429,cooperation,0.9406136
430,people,0.9390755
431,computer,0.93793976
432,facial expression,0.93379295
433,looking,0.9301754
434,table,0.9264358
435,office,0.924126
436,sit,0.91252875
437,desk,0.91211355
438,brainstorming,0.90142465
439,man,0.99173594
440,adult,0.9896713
441,woman,0.9870648
442,indoors,0.98433703
443,people,0.9746114
444,room,0.97428787
445,facial expression,0.9472221
446,furniture,0.9447623
447,group,0.94282997
448,sitting,0.93525827
449,togetherness,0.93522966
450,education,0.93378526
451,two,0.9242815
452,computer,0.9231485
453,healthcare,0.92137206
454,explain,0.918489
455,cooperation,0.90997946
456,sit,0.9098382
457,teamwork,0.9083126
458,office,0.9049175
459,man,0.9865178
460,adult,0.9763981
461,table,0.9757744
462,woman,0.9711555
463,education,0.9656927
464,indoors,0.95951426
465,desk,0.95230746
466,office,0.9481003
467,teamwork,0.93551075
468,sitting,0.9355093
469,people,0.9340458
470,sit,0.9234853
471,group,0.9074359
472,adult,0.9847315
473,woman,0.980319
474,teamwork,0.9792912
475,indoors,0.9789704
476,man,0.9770638
477,computer,0.9712117
478,meeting,0.96720946
479,office,0.9657835
480,business,0.95438623
481,cooperation,0.94264364
482,group,0.9407267
483,room,0.9388168
484,technology,0.93432665
485,education,0.9237193
486,employee,0.92139286
487,desk,0.921366
488,looking,0.9185715
489,sitting,0.91024804
490,league,0.90208703
491,meeting,0.98503494
492,adult,0.9810406
493,woman,0.97887486
494,teamwork,0.9689903
495,man,0.96853936
496,education,0.96447486
497,group,0.96261686
498,league,0.96255624
499,office,0.9604085
500,sitting,0.95219064
501,cooperation,0.95139337
502,indoors,0.9479767
503,room,0.9307723
504,desk,0.9174982
505,table,0.90118587
506,business,0.9881205
507,technology,0.9768295
508,computer,0.9752715
509,office,0.97512305
510,indoors,0.97504157
511,adult,0.9748568
512,room,0.9737165
513,people,0.9547976
514,desk,0.95307267
515,education,0.94228494
516,man,0.92179394
517,laptop,0.9172506
518,furniture,0.9168074
519,portrait,0.91467667
520,table,0.91358984
521,business,0.9790659
522,man,0.95269006
523,office,0.9491205
524,adult,0.94499826
525,technology,0.9315717
526,one,0.9171588
527,people,0.9164804
528,indoors,0.91190666
529,indoors,0.9735019
530,business,0.96422625
531,people,0.9454304
532,education,0.92968667
533,man,0.920706
534,election,0.9192283
535,adult,0.9155214
536,woman,0.9062508
537,technology,0.90459085
538,league,0.9021033
539,office,0.90185064
540,man,0.9956682
541,group,0.9652034
542,woman,0.9581667
543,group together,0.94934046
544,people,0.9396982
545,teamwork,0.93686706
546,sitting,0.93516505
547,adult,0.9340431
548,indoors,0.9111153
549,cooperation,0.9005399
550,man,0.97692966
551,indoors,0.96083987
552,people,0.93319345
553,adult,0.92316747
554,woman,0.9209029
555,adult,0.9872447
556,hospital,0.97784793
557,people,0.9758123
558,healthcare,0.9728039
559,woman,0.9720223
560,indoors,0.97200274
561,doctor,0.97111654
562,medicine,0.96808785
563,man,0.9675601
564,sit,0.9503828
565,desk,0.94300926
566,room,0.9288094
567,office,0.91810405
568,medical practitioner,0.915654
569,computer,0.91174316
570,nurse,0.91059756
571,facial expression,0.90908587
572,diagnosis,0.9089918
573,patient,0.90228546
574,professional person,0.90031683
575,man,0.98827
576,indoors,0.9591379
577,adult,0.94573295
578,people,0.9439481
579,sitting,0.9370638
580,woman,0.92553073
581,room,0.9118732
582,man,0.9857595
583,group,0.9732676
584,education,0.9716716
585,room,0.96621466
586,adult,0.9596522
587,woman,0.95573163
588,sitting,0.9545772
589,indoors,0.95353794
590,people,0.9343207
591,meeting,0.9251692
592,classroom,0.91337085
593,furniture,0.90105784
594,man,0.98549795
595,group,0.96642554
596,woman,0.95916295
597,people,0.9543413
598,adult,0.9450816
599,education,0.94434285
600,competition,0.9289106
601,university,0.92015254
602,audience,0.9196359
603,school,0.91405547
604,group together,0.9134345
605,group,0.99467653
606,university,0.99439657
607,education,0.99341524
608,class,0.99089897
609,school,0.9893608
610,adult,0.98326343
611,classroom,0.9784509
612,woman,0.97719336
613,teacher,0.977149
614,man,0.9677676
615,league,0.9490531
616,room,0.9443456
617,meeting,0.9442446
618,lecture,0.934173
619,people,0.9276843
620,Congress,0.9093678
621,office,0.9064883
622,business,0.90355384
623,group,0.99482834
624,man,0.9824239
625,people,0.9690776
626,education,0.9592179
627,woman,0.9436352
628,adult,0.9365196
629,group together,0.9295154
630,university,0.9196414
631,school,0.91416454
632,man,0.989451
633,group,0.98861957
634,education,0.97361565
635,people,0.9708583
636,woman,0.9618457
637,adult,0.96071935
638,university,0.93665946
639,school,0.918489
640,group,0.99424434
641,education,0.9906611
642,man,0.9865309
643,university,0.9811921
644,school,0.980268
645,classroom,0.97425306
646,woman,0.9737375
647,teacher,0.9628124
648,class,0.9591639
649,adult,0.94485396
650,people,0.9368067
651,student,0.9200855
652,seminar,0.9135314
653,group together,0.9011142
654,education,0.98582625
655,school,0.98537785
656,group,0.9835943
657,university,0.97902405
658,adult,0.97360146
659,man,0.9722165
660,people,0.9710774
661,woman,0.96832305
662,competition,0.92805445
663,election,0.90632933
664,teacher,0.9028734
665,man,0.99306
666,indoors,0.96278214
667,adult,0.9624982
668,woman,0.95663375
669,healthcare,0.953615
670,group,0.95344555
671,people,0.9366561
672,room,0.93605465
673,teamwork,0.91375226
674,education,0.9061836
675,man,0.9748697
676,education,0.9716259
677,woman,0.9671296
678,group,0.9641936
679,people,0.94410443
680,school,0.9424275
681,adult,0.94221234
682,classroom,0.9036719
683,university,0.9017556
684,business,0.9815277
685,indoors,0.97218657
686,adult,0.96955156
687,people,0.96936023
688,one,0.9596932
689,league,0.95513856
690,portrait,0.95076704
691,office,0.93680155
692,presentation,0.9287083
693,election,0.925499
694,man,0.9243768
695,actor,0.9204582
696,room,0.9079397
697,woman,0.90076315
698,business,0.9575845
699,people,0.9547843
700,man,0.93580306
701,adult,0.9184001
702,education,0.9919566
703,classroom,0.98957616
704,room,0.98403776
705,desk,0.9807912
706,adult,0.9748134
707,indoors,0.9727437
708,meeting,0.9723464
709,teacher,0.9669845
710,group,0.96623325
711,school,0.9660133
712,lecture,0.96068954
713,furniture,0.9535332
714,woman,0.95312965
715,class,0.95101345
716,university,0.94732344
717,office,0.9352602
718,league,0.93031394
719,conference room,0.9155097
720,table,0.9102865
721,indoors,0.99235547
722,family,0.9802644
723,contemporary,0.9792788
724,bathroom,0.97479314
725,mirror,0.95742446
726,no person,0.9504398
727,luxury,0.9411284
728,interior design,0.9373753
729,room,0.92688775
730,furniture,0.9268161
731,cabinet,0.9263002
732,wardrobe,0.9210241
733,faucet,0.91059405
734,washcloset,0.9043879
735,inside,0.9014791
736,stock,0.9843826
737,shopping,0.97944856
738,business,0.9737732
739,indoors,0.9710588
740,shop,0.9662074
741,people,0.955006
742,man,0.9513031
743,commerce,0.9507147
744,exhibition,0.9465393
745,boutique,0.94271076
746,room,0.9286128
747,woman,0.97258204
748,shopping,0.9374795
749,exhibition,0.92908776
750,people,0.9233568
751,man,0.9218713
752,group,0.9087856
753,restaurant,0.90656686
754,indoors,0.95134884
755,business,0.940162
756,table,0.93111575
757,no person,0.9158011
758,people,0.9803866
759,woman,0.9792122
760,shopping,0.97503054
761,commerce,0.97122043
762,stock,0.96574044
763,indoors,0.944914
764,man,0.9422079
765,adult,0.94167686
766,business,0.9373462
767,exhibition,0.9171208
768,illustration,0.97840476
769,people,0.9662941
770,vector,0.95138776
771,graph,0.94799125
772,woman,0.944142
773,business,0.9419379
774,man,0.9374107
775,silhouette,0.9094074
776,family,0.90104115
777,business,0.9672381
778,illustration,0.94085205
779,man,0.93048733
780,people,0.9275776
781,indoors,0.9135398
782,family,0.90299624
783,furniture,0.9891909
784,room,0.980551
785,indoors,0.97700584
786,inside,0.9621321
787,family,0.958958
788,contemporary,0.94683796
789,house,0.92683065
790,seat,0.91476595
791,no person,0.90690625
792,chair,0.90282613
793,no person,0.995744
794,graphic design,0.98853415
795,paper,0.95646846
796,facts,0.9363644
797,stripe,0.93632805
798,template,0.91853595
799,vortex,0.91002345
800,business,0.9036785
801,graph,0.97962177
802,navigation,0.96930575
803,stripe,0.9521129
804,World Wide Web,0.9265087
805,template,0.9228631
806,interface,0.9153892
807,diagram,0.9133755
808,site,0.91296864
809,vectors,0.90975404
810,skidder,0.90451944
811,sandbank,0.9015131
812,paper,0.995451
813,no person,0.98038226
814,document,0.9679471
815,business,0.96438885
816,post,0.9522506
817,page,0.9514307
818,card,0.94394416
819,note,0.9116831
820,label,0.91114265
821,people,0.9902915
822,man,0.98461634
823,adult,0.97549546
824,furniture,0.97501755
825,no person,0.96455145
826,chair,0.96316266
827,industry,0.96051896
828,room,0.9290887
829,table,0.9286305
830,indoors,0.92771256
831,business,0.9186082
832,seat,0.90730137
833,people,0.9874807
834,man,0.9768928
835,woman,0.9718436
836,adult,0.9675993
837,group,0.9644048
838,indoors,0.9441321
839,portrait,0.93989676
840,three,0.9367701
841,business,0.93190485
842,two,0.92240727
843,group together,0.9109012
844,people,0.9782313
845,man,0.9448278
846,leader,0.9142206
847,art,0.97170377
848,travel,0.9652991
849,architecture,0.96417683
850,decoration,0.9491426
851,traditional,0.93217266
852,culture,0.9304513
853,design,0.9303372
854,religion,0.92242444
855,building,0.9174347
856,tourism,0.9030381
857,travel,0.98629916
858,railway,0.9785675
859,transportation system,0.9777497
860,train,0.97239995
861,no person,0.9617593
862,vehicle,0.95849645
863,locomotive,0.94872326
864,tourism,0.92322826
865,old,0.91308117
866,performance,0.98894846
867,festival,0.9777602
868,stage,0.9583104
869,landscape,0.9523592
870,music,0.94707054
871,concert,0.9367931
872,election,0.9363457
873,leader,0.93072605
874,banking,0.92541444
875,theatre,0.92503595
876,theater,0.92107266
877,commerce,0.9109878
878,people,0.9061147
879,business,0.90536165
880,industry,0.90469813
881,room,0.9954357
882,indoors,0.9951432
883,contemporary,0.9854817
884,furniture,0.9824885
885,inside,0.98224723
886,interior design,0.98069644
887,window,0.9765073
888,luxury,0.97057354
889,trading floor,0.9683993
890,family,0.9606565
891,minimalist,0.9602915
892,mirror,0.9587803
893,house,0.95089895
894,table,0.94949543
895,apartment,0.9439306
896,modern,0.94008815
897,empty,0.932204
898,architecture,0.921221
899,faucet,0.909518
900,home,0.90749454
901,room,0.9981405
902,furniture,0.99774307
903,indoors,0.99222684
904,seat,0.9882971
905,home,0.9850133
906,table,0.98146373
907,chair,0.9792336
908,trading floor,0.97547674
909,interior design,0.97130907
910,house,0.96051556
911,window,0.9464737
912,family,0.9456806
913,mansion,0.9310564
914,apartment,0.93072486
915,lamp,0.92478573
916,no person,0.9127443
917,inside,0.9045575
918,desk,0.9038745
919,people,0.9849248
920,music,0.9619151
921,adult,0.95251507
922,portrait,0.9502331
923,one,0.94883543
924,man,0.9449615
925,indoors,0.9193127
926,people,0.97268987
927,group,0.9626837
928,man,0.95511407
929,festival,0.9528577
930,woman,0.95162505
931,man,0.97767127
932,people,0.9774238
933,woman,0.971953
934,adult,0.9541865
935,two,0.92436564
936,indoors,0.9241249
937,portrait,0.91415215
938,man,0.9948423
939,people,0.9797481
940,adult,0.9605026
941,group,0.9514234
942,facial expression,0.93917465
943,wear,0.92684615
944,man,0.9884719
945,people,0.9597686
946,group,0.9423773
947,adult,0.92305183
948,group,0.9883075
949,man,0.9825544
950,people,0.97349155
951,woman,0.9681507
952,adult,0.9645817
953,education,0.93285173
954,woman,0.9848583
955,man,0.9746474
956,people,0.97408235
957,group,0.95518297
958,adult,0.9251157
959,portrait,0.91033095
960,togetherness,0.9034802
961,man,0.9803423
962,education,0.96244276
963,people,0.9595349
964,group,0.9414561
965,school,0.9262119
966,indoors,0.919778
967,adult,0.9193201
968,university,0.9131655
969,woman,0.90551376
970,people,0.99038243
971,woman,0.9777444
972,man,0.9629074
973,group,0.9622123
974,wear,0.9565508
975,adult,0.95097697
976,religion,0.9392575
977,festival,0.920122
978,election,0.9104638
979,music,0.90755355
980,man,0.9908043
981,group,0.9823642
982,people,0.96371573
983,indoors,0.91439366
984,education,0.9021817
985,group,0.9755651
986,man,0.9667221
987,people,0.9664962
988,woman,0.96350944
989,crowd,0.91316646
990,competition,0.90881944
991,adult,0.9051665
992,city,0.9011626
993,group,0.98839366
994,people,0.97211283
995,man,0.95728517
996,crowd,0.946116
997,woman,0.9301741
998,administration,0.9286438
999,election,0.92106473
1000,education,0.9152812
1001,audience,0.90676713
1002,adult,0.9066815
1003,man,0.9880204
1004,woman,0.9850135
1005,people,0.97478014
1006,adult,0.9632155
1007,group,0.963177
1008,people,0.99199796
1009,festival,0.9625767
1010,group,0.9470656
1011,many,0.932083
1012,man,0.9270396
1013,city,0.9196579
1014,woman,0.9171829
1015,man,0.9895216
1016,healthcare,0.9761344
1017,woman,0.9728508
1018,indoors,0.95994353
1019,group,0.94656676
1020,teamwork,0.9265736
1021,aid,0.9189363
1022,man,0.99039257
1023,people,0.98761225
1024,adult,0.98163044
1025,woman,0.97304326
1026,restaurant,0.93422735
1027,street,0.9265556
1028,coffee,0.9248954
1029,two,0.922453
1030,man,0.9929963
1031,group,0.9845594
1032,people,0.97447497
1033,adult,0.94748545
1034,group together,0.9175109
1035,man,0.9788617
1036,people,0.9722997
1037,group,0.9691103
1038,adult,0.92285913
1039,leader,0.9091424
1040,man,0.99422634
1041,group,0.97169673
1042,adult,0.97101104
1043,people,0.97029424
1044,education,0.92890656
1045,indoors,0.9228127
1046,woman,0.9188794
1047,teamwork,0.9046625
1048,people,0.9925631
1049,group,0.98082346
1050,election,0.9637442
1051,man,0.96293104
1052,many,0.9604161
1053,crowd,0.95474887
1054,festival,0.9546474
1055,woman,0.9456742
1056,adult,0.92809355
1057,administration,0.92109174
1058,politician,0.9122134
1059,offense,0.9098253
1060,candidate,0.9076921
1061,music,0.9063766
1062,people,0.98442304
1063,group,0.97405654
1064,man,0.96204674
1065,woman,0.95398164
1066,city,0.9412335
1067,many,0.932461
1068,crowd,0.92932266
1069,business,0.92667556
1070,adult,0.91274095
1071,group,0.9862058
1072,people,0.98416555
1073,man,0.9824507
1074,woman,0.9766102
1075,adult,0.9660567
1076,healthcare,0.934675
1077,education,0.9222977
1078,man,0.97351015
1079,woman,0.9679134
1080,people,0.93362147
1081,group,0.97193515
1082,woman,0.970564
1083,people,0.94413555
1084,man,0.9409801
1085,education,0.9030441
1086,festival,0.9017428
1087,group,0.9770587
1088,man,0.9727934
1089,woman,0.9625058
1090,education,0.9378375
1091,people,0.93707263
1092,adult,0.9194921
1093,man,0.9948847
1094,people,0.97596383
1095,portrait,0.9317076
1096,indoors,0.92298645
1097,adult,0.9009963
1098,man,0.9854687
1099,people,0.9841203
1100,group,0.9727516
1101,adult,0.9388412
1102,festival,0.9308305
1103,election,0.9196165
1104,leader,0.911639
1105,people,0.9859459
1106,woman,0.97824085
1107,group,0.97480154
1108,man,0.96809375
1109,healthcare,0.94900316
1110,adult,0.94677234
1111,leader,0.9014219
1112,man,0.9859965
1113,people,0.9779471
1114,group,0.9749763
1115,adult,0.9642492
1116,woman,0.9328696
1117,meeting,0.93240285
1118,city,0.9263794
1119,street,0.92620265
1120,business,0.9221122
1121,competition,0.9188799
1122,group,0.9927292
1123,education,0.98151696
1124,man,0.9749325
1125,woman,0.96167505
1126,school,0.9543179
1127,people,0.9485237
1128,election,0.94838846
1129,university,0.9321114
1130,meeting,0.92331755
1131,battle,0.91905594
1132,administration,0.9122465
1133,leader,0.9099691
1134,adult,0.9007959
1135,man,0.98718584
1136,people,0.98458767
1137,group,0.9804248
1138,woman,0.9773061
1139,adult,0.9668734
1140,wear,0.9528066
1141,healthcare,0.92504936
1142,indoors,0.9235554
1143,education,0.9221324
1144,interaction,0.9211335
1145,election,0.9043914
1146,man,0.98665565
1147,business,0.98295593
1148,people,0.9801121
1149,adult,0.96301407
1150,portrait,0.94082284
1151,office,0.9388298
1152,computer,0.9223492
1153,communication,0.91491437
1154,technology,0.90769035
1155,man,0.99082756
1156,people,0.97186816
1157,group,0.951465
1158,woman,0.9302958
1159,group,0.9859364
1160,education,0.9779341
1161,man,0.972077
1162,people,0.9713099
1163,woman,0.96552205
1164,school,0.9624834
1165,teacher,0.9501474
1166,classroom,0.9430209
1167,class,0.94051504
1168,adult,0.9279233
1169,child,0.9109088
1170,man,0.984531
1171,woman,0.9781033
1172,people,0.9700371
1173,group,0.95556504
1174,restaurant,0.92673594
1175,adult,0.9217943
1176,group,0.98499906
1177,people,0.983128
1178,man,0.97853744
1179,group together,0.9605167
1180,woman,0.9489069
1181,adult,0.91833377
1182,education,0.91812956
1183,man,0.9595393
1184,woman,0.9496169
1185,people,0.93945825
1186,group,0.91667163
1187,competition,0.9009583
1188,people,0.98826087
1189,portrait,0.9844763
1190,elderly,0.976971
1191,man,0.9654964
1192,adult,0.94734526
1193,one,0.9392638
1194,festival,0.9167584
1195,old,0.9108081
1196,man,0.9855082
1197,adult,0.96383685
1198,people,0.96096647
1199,coffee,0.9570471
1200,portrait,0.9399797
1201,indoors,0.91937053
1202,man,0.98946226
1203,group,0.9887948
1204,woman,0.9780723
1205,adult,0.97463167
1206,people,0.97147214
1207,competition,0.93393505
1208,education,0.931901
1209,group together,0.9188465
1210,interaction,0.91737187
1211,facial expression,0.9127953
1212,people,0.98155934
1213,group,0.9765729
1214,adult,0.9558385
1215,man,0.9493051
1216,woman,0.9380913
1217,religion,0.9356468
1218,interaction,0.92624533
1219,leader,0.9053646
1220,ceremony,0.90457726
1221,crowd,0.904361
1222,many,0.903558
1223,group,0.9841573
1224,woman,0.97099435
1225,people,0.963361
1226,man,0.9602218
1227,education,0.95376164
1228,election,0.9296317
1229,adult,0.92137676
1230,meeting,0.9186448
1231,interaction,0.9117781
1232,woman,0.98450446
1233,group,0.9757828
1234,man,0.9735943
1235,people,0.970682
1236,education,0.9405309
1237,school,0.91774017
1238,adult,0.9035011
1239,man,0.9978434
1240,adult,0.98358023
1241,people,0.9792774
1242,indoors,0.96147126
1243,facial expression,0.9603202
1244,wear,0.9565139
1245,woman,0.935295
1246,group,0.933452
1247,teamwork,0.93236744
1248,cooperation,0.9319905
1249,interaction,0.9139806
1250,togetherness,0.9105172
1251,portrait,0.90378505
1252,man,0.9925375
1253,people,0.978231
1254,woman,0.96814555
1255,facial expression,0.96700937
1256,adult,0.9644219
1257,group,0.95495844
1258,coffee,0.92599833
1259,wear,0.90903944
1260,commerce,0.9059423
1261,man,0.9901062
1262,people,0.964519
1263,group,0.93890274
1264,adult,0.93025815
1265,indoors,0.9252478
1266,man,0.98883283
1267,woman,0.98250926
1268,people,0.9773672
